display_name,canonical_wikipedia_url,primary_era_bucket,rank_baseline_conservative,rank_battle_only_baseline,rank_hierarchical_trust_v2,rank_hierarchical_weighted,rank_hierarchical_full_credit,rank_hierarchical_equal_split,rank_hierarchical_broader_eligibility,score_baseline_conservative,score_hierarchical_trust_v2,score_hierarchical_weighted,trust_tier_v2,trust_confidence_v2,trust_headline_reason_v2,total_engagements_strict,total_battle_pages_strict,distinct_conflicts_strict,distinct_opponents_strict,known_outcome_count,outcome_profile_summary,page_type_exposure_summary,page_type_profile_class,stability_label,caution_flags
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,world_wars,618.0,1210.0,46.0,87.0,24.0,116.0,70.0,30.230473751600513,81.062124248497,76.52081941661102,model_sensitive_band,caution,"Ranks well enough to monitor, but higher-level evidence dependence keeps this case out of the headline tiers.",17,5,14,26,10,V=6; D=2; N=2; U=7,B=5; O=6; C=0; W=6,battle_dominant,highly_model_sensitive,higher_level_dependent
Radomir Putnik,https://en.wikipedia.org/wiki/Radomir_Putnik,long_nineteenth_century,161.0,129.0,47.0,47.0,35.0,87.0,77.0,69.04609475032011,80.89579158316633,80.17178802048541,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",9,5,7,6,7,V=6; D=1; N=0; U=2,B=5; O=2; C=0; W=2,battle_dominant,highly_model_sensitive,
Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,world_wars,136.0,378.0,48.0,110.0,74.0,93.0,107.0,71.21638924455826,80.82631930527722,75.16032064128257,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",21,16,13,14,17,V=9; D=5; N=3; U=4,B=16; O=5; C=0; W=0,battle_dominant,highly_model_sensitive,
Konstantin Rokossovsky,https://en.wikipedia.org/wiki/Konstantin_Rokossovsky,world_wars,213.0,683.0,49.0,71.0,47.0,71.0,56.0,64.76952624839949,80.76820307281228,77.5172567356936,model_sensitive_band,caution,"Ranks well enough to monitor, but higher-level evidence dependence keeps this case out of the headline tiers.",17,10,9,9,17,V=14; D=3; N=0; U=0,B=10; O=7; C=0; W=0,battle_dominant,highly_model_sensitive,higher_level_dependent
Jan Karol Chodkiewicz,https://en.wikipedia.org/wiki/Jan_Karol_Chodkiewicz,early_modern,26.0,29.0,50.0,53.0,41.0,45.0,38.0,89.76952624839949,80.56579826319305,79.6499665998664,high_confidence_upper_band,moderate,High-confidence upper-band commander; rank 50 but not stable enough for the headline core.,12,12,7,11,10,V=9; D=1; N=0; U=2,B=12; O=0; C=0; W=0,battle_dominant,model_sensitive,
Walter Krueger,https://en.wikipedia.org/wiki/Walter_Krueger,world_wars,18.0,26.0,53.0,58.0,52.0,53.0,74.0,92.10307298335466,80.063460253841,79.47751057670897,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",12,9,9,3,12,V=12; D=0; N=0; U=0,B=9; O=3; C=0; W=0,battle_dominant,highly_model_sensitive,
Amr ibn al-As,https://en.wikipedia.org/wiki/Amr_ibn_al-As,medieval,13.0,11.0,54.0,33.0,33.0,36.0,23.0,93.30345710627401,80.04676018704073,81.18381206858159,model_sensitive_band,moderate,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",12,12,6,6,10,V=10; D=0; N=0; U=2,B=12; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Fedor von Bock,https://en.wikipedia.org/wiki/Fedor_von_Bock,world_wars,58.0,23.0,56.0,81.0,118.0,75.0,66.0,82.28553137003841,79.85905143620575,77.05065686929414,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",18,13,15,14,13,V=11; D=2; N=0; U=5,B=13; O=5; C=0; W=0,battle_dominant,highly_model_sensitive,
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,early_modern,,309.0,57.0,12.0,11.0,25.0,18.0,,79.78132264529057,85.95602315742596,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",10,10,6,11,2,V=2; D=0; N=0; U=8,B=10; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Tolui,https://en.wikipedia.org/wiki/Tolui,medieval,92.0,104.0,58.0,37.0,36.0,47.0,26.0,76.76696542893725,79.77755511022045,80.87552883544869,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",10,7,6,5,10,V=9; D=1; N=0; U=0,B=7; O=0; C=0; W=3,battle_dominant,highly_model_sensitive,
Katō Kiyomasa,https://en.wikipedia.org/wiki/Kat%C5%8D_Kiyomasa,early_modern,33.0,17.0,59.0,52.0,64.0,74.0,72.0,88.55633802816901,79.67267869071476,79.75194834112669,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",12,11,5,13,10,V=8; D=1; N=1; U=2,B=11; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Abu Ubayda ibn al-Jarrah,https://en.wikipedia.org/wiki/Abu_Ubayda_ibn_al-Jarrah,medieval,10.0,15.0,60.0,56.0,55.0,79.0,36.0,95.59859154929578,79.66533066132264,79.57526163437987,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",13,12,3,7,13,V=12; D=1; N=0; U=0,B=12; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Philip the Good,https://en.wikipedia.org/wiki/Philip_the_Good,medieval,55.0,69.0,62.0,45.0,66.0,21.0,37.0,82.86171574903969,79.28523714094855,80.26063237586284,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",9,8,5,9,8,V=7; D=1; N=0; U=1,B=8; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Ferdinand Foch,https://en.wikipedia.org/wiki/Ferdinand_Foch,world_wars,30.0,38.0,63.0,86.0,83.0,84.0,62.0,88.84763124199745,79.12692050768203,76.87063014918728,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",19,18,9,4,15,V=11; D=1; N=3; U=4,B=18; O=1; C=0; W=0,battle_dominant,highly_model_sensitive,
Ivan Bagramyan,https://en.wikipedia.org/wiki/Ivan_Bagramyan,world_wars,,341.0,66.0,63.0,62.0,50.0,47.0,,78.86973947895791,78.71821420619017,model_sensitive_band,caution,"Ranks well enough to monitor, but higher-level evidence dependence keeps this case out of the headline tiers.",11,4,6,6,10,V=10; D=0; N=0; U=1,B=4; O=7; C=0; W=0,battle_dominant,highly_model_sensitive,higher_level_dependent
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,early_modern,85.0,32.0,68.0,70.0,75.0,55.0,53.0,77.58642765685018,78.75350701402805,77.59853039412157,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",19,15,9,18,6,V=6; D=0; N=0; U=13,B=15; O=0; C=0; W=4,battle_dominant,highly_model_sensitive,
Francis Vere,https://en.wikipedia.org/wiki/Francis_Vere,early_modern,11.0,18.0,70.0,82.0,101.0,73.0,52.0,94.06209987195902,78.61523046092184,77.04497884658205,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",18,18,8,5,17,V=14; D=3; N=0; U=1,B=18; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Agha Petros,https://en.wikipedia.org/wiki/Agha_Petros,world_wars,158.0,109.0,72.0,65.0,72.0,88.0,50.0,69.44302176696543,78.57247828991316,78.38966822533956,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",6,6,4,12,5,V=5; D=0; N=0; U=1,B=6; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Winfield Scott,https://en.wikipedia.org/wiki/Winfield_Scott,long_nineteenth_century,107.0,88.0,74.0,57.0,57.0,60.0,33.0,75.00640204865557,78.46025384101534,79.50512135381874,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",12,8,6,9,8,V=7; D=1; N=0; U=4,B=8; O=0; C=0; W=4,battle_dominant,highly_model_sensitive,
Konishi Yukinaga,https://en.wikipedia.org/wiki/Konishi_Yukinaga,early_modern,41.0,52.0,80.0,95.0,240.0,112.0,124.0,86.11715749039693,77.90647962591851,76.02026274771767,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",13,13,6,11,11,V=8; D=3; N=0; U=2,B=13; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Takeda Shingen,https://en.wikipedia.org/wiki/Takeda_Shingen,early_modern,6.0,4.0,81.0,80.0,89.0,69.0,58.0,97.30153649167733,77.89913159652639,77.12402582943665,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",20,20,4,16,18,V=16; D=1; N=1; U=2,B=20; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Hannibal,https://en.wikipedia.org/wiki/Hannibal,ancient,38.0,16.0,84.0,90.0,117.0,67.0,54.0,87.80409731113956,77.60721442885772,76.34947673124026,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",27,25,4,8,18,V=13; D=4; N=1; U=9,B=25; O=0; C=0; W=2,battle_dominant,highly_model_sensitive,
Jerzy Sebastian Lubomirski,https://en.wikipedia.org/wiki/Jerzy_Sebastian_Lubomirski,early_modern,47.0,58.0,85.0,69.0,91.0,82.0,110.0,84.71830985915493,77.55711422845691,77.77833444667112,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",7,7,5,10,7,V=7; D=0; N=0; U=0,B=7; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Qasem Soleimani,https://en.wikipedia.org/wiki/Qasem_Soleimani,contemporary,,323.0,87.0,49.0,45.0,78.0,86.0,,77.35628590514362,79.84611445112446,model_sensitive_band,caution,"Ranks well enough to monitor, but higher-level evidence dependence keeps this case out of the headline tiers.",10,6,9,14,3,V=3; D=0; N=0; U=7,B=6; O=3; C=0; W=1,battle_dominant,highly_model_sensitive,higher_level_dependent | higher_level_low_evidence_combo | sparse_higher_level_evidence | sparse_higher_level_evidence
Baybars,https://en.wikipedia.org/wiki/Baybars,medieval,24.0,36.0,90.0,68.0,70.0,22.0,45.0,90.29769526248398,77.1763527054108,77.9046982854598,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",10,9,6,11,9,V=8; D=0; N=1; U=1,B=9; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Robert L. Eichelberger,https://en.wikipedia.org/wiki/Robert_L._Eichelberger,world_wars,17.0,25.0,91.0,76.0,80.0,142.0,190.0,92.10307298335466,77.1696726786907,77.33110665775997,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",9,9,6,4,9,V=9; D=0; N=0; U=0,B=9; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Matvei Platov,https://en.wikipedia.org/wiki/Matvei_Platov,revolutionary_napoleonic,29.0,35.0,98.0,88.0,112.0,107.0,142.0,88.93085787451984,76.67067468269872,76.44644845246049,model_sensitive_band,caution,"Visible in upper-model results, but the rank remains too model-sensitive for headline trust treatment.",10,10,5,11,9,V=8; D=1; N=0; U=1,B=10; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Date Masamune,https://en.wikipedia.org/wiki/Date_Masamune,early_modern,126.0,89.0,110.0,40.0,37.0,56.0,67.0,72.40076824583866,75.37684034736138,80.76998441327098,outside_trust_headline,caution,,7,6,7,8,6,V=6; D=0; N=0; U=1,B=6; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Muhammad Ali of Egypt,https://en.wikipedia.org/wiki/Muhammad_Ali_of_Egypt,revolutionary_napoleonic,,604.0,113.0,44.0,51.0,52.0,31.0,,75.3004676018704,80.39857492763304,outside_trust_headline,caution,,6,4,5,11,3,V=3; D=0; N=0; U=3,B=4; O=0; C=0; W=2,battle_dominant,highly_model_sensitive,higher_level_dependent
Ōyama Iwao,https://en.wikipedia.org/wiki/%C5%8Cyama_Iwao,long_nineteenth_century,87.0,70.0,116.0,66.0,65.0,96.0,41.0,77.46478873239437,75.17167668670676,78.30772656423959,outside_trust_headline,caution,,10,8,5,4,9,V=8; D=0; N=1; U=1,B=8; O=0; C=0; W=2,battle_dominant,highly_model_sensitive,
Saladin,https://en.wikipedia.org/wiki/Saladin,medieval,40.0,7.0,118.0,119.0,122.0,103.0,89.0,86.87259923175417,74.99465597862392,74.45335114673792,outside_trust_headline,caution,,21,21,5,18,11,V=10; D=0; N=1; U=10,B=21; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Charles XII of Sweden,https://en.wikipedia.org/wiki/Charles_XII_of_Sweden,early_modern,28.0,48.0,119.0,163.0,202.0,149.0,116.0,89.1293213828425,74.98396793587175,71.72322422623023,outside_trust_headline,caution,,22,21,5,17,21,V=15; D=6; N=0; U=1,B=21; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Maeda Toshiie,https://en.wikipedia.org/wiki/Maeda_Toshiie,early_modern,48.0,61.0,120.0,106.0,138.0,188.0,71.0,84.70550576184378,74.94655978623913,75.34346470719215,outside_trust_headline,caution,,11,10,4,11,10,V=8; D=1; N=1; U=1,B=10; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Fyodor Ushakov,https://en.wikipedia.org/wiki/Fyodor_Ushakov,revolutionary_napoleonic,199.0,157.0,127.0,62.0,60.0,43.0,94.0,66.85659411011524,74.1664462257849,79.08294366510799,outside_trust_headline,caution,,5,5,4,8,5,V=5; D=0; N=0; U=0,B=5; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Cardinal-Infante Ferdinand of Austria,https://en.wikipedia.org/wiki/Cardinal-Infante_Ferdinand_of_Austria,early_modern,54.0,44.0,138.0,127.0,131.0,119.0,133.0,82.8809218950064,73.58583834335337,73.99187263415719,outside_trust_headline,caution,,9,8,5,10,7,V=7; D=0; N=0; U=2,B=8; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
"François-Henri de Montmorency, duc de Luxembourg",https://en.wikipedia.org/wiki/Fran%C3%A7ois-Henri_de_Montmorency%2C_duc_de_Luxembourg,early_modern,52.0,24.0,141.0,107.0,114.0,99.0,75.0,83.53393085787451,73.32264529058115,75.28868848808727,outside_trust_headline,caution,,13,10,4,11,7,V=7; D=0; N=0; U=6,B=10; O=0; C=0; W=3,battle_dominant,highly_model_sensitive,
Carlos Coloma,https://en.wikipedia.org/wiki/Carlos_Coloma,early_modern,172.0,135.0,143.0,55.0,53.0,38.0,195.0,68.04737516005122,73.18996659986641,79.58706301491873,outside_trust_headline,caution,,5,5,4,8,5,V=5; D=0; N=0; U=0,B=5; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,early_modern,50.0,22.0,149.0,129.0,130.0,157.0,120.0,83.72599231754161,72.7561790247161,73.87853484747272,outside_trust_headline,caution,,12,10,3,11,8,V=8; D=0; N=0; U=4,B=10; O=0; C=0; W=2,battle_dominant,highly_model_sensitive,
Hayreddin Barbarossa,https://en.wikipedia.org/wiki/Hayreddin_Barbarossa,early_modern,388.0,281.0,155.0,46.0,54.0,23.0,104.0,49.24455825864276,72.35676686706746,80.23224226230236,outside_trust_headline,caution,,5,5,5,10,3,V=3; D=0; N=0; U=2,B=5; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Maurice de Saxe,https://en.wikipedia.org/wiki/Maurice_de_Saxe,early_modern,20.0,27.0,160.0,149.0,145.0,137.0,149.0,91.98783610755441,71.91249164996661,72.32576263638389,outside_trust_headline,caution,,10,9,3,8,9,V=9; D=0; N=0; U=1,B=9; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Kuroda Yoshitaka,https://en.wikipedia.org/wiki/Kuroda_Yoshitaka,early_modern,73.0,41.0,179.0,152.0,178.0,243.0,168.0,78.4731113956466,70.25851703406813,72.271654419951,outside_trust_headline,caution,,10,10,3,12,6,V=5; D=0; N=1; U=4,B=10; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Nelson A. Miles,https://en.wikipedia.org/wiki/Nelson_A._Miles,long_nineteenth_century,,972.0,182.0,158.0,150.0,40.0,83.0,,69.98329993319975,72.00818080605657,outside_trust_headline,caution,,5,3,5,12,3,V=3; D=0; N=0; U=2,B=3; O=0; C=0; W=2,battle_dominant,highly_model_sensitive,higher_level_dependent | thin_battle_anchor
Charles Mangin,https://en.wikipedia.org/wiki/Charles_Mangin,world_wars,39.0,46.0,194.0,172.0,176.0,151.0,136.0,87.77848911651728,69.28056112224449,71.45502115341795,outside_trust_headline,caution,,8,8,6,4,8,V=7; D=0; N=1; U=0,B=8; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Erich Hoepner,https://en.wikipedia.org/wiki/Erich_Hoepner,world_wars,60.0,47.0,195.0,179.0,275.0,164.0,188.0,81.43405889884762,69.24716098864396,70.48441327098641,outside_trust_headline,caution,,10,9,7,4,7,V=6; D=1; N=0; U=3,B=9; O=1; C=0; W=0,battle_dominant,highly_model_sensitive,
Prince Friedrich Karl of Prussia,https://en.wikipedia.org/wiki/Prince_Friedrich_Karl_of_Prussia_(1828-1885),long_nineteenth_century,43.0,59.0,217.0,212.0,193.0,192.0,163.0,85.70422535211267,67.90447561790246,68.62602983745268,outside_trust_headline,caution,,9,8,5,7,8,V=7; D=0; N=1; U=1,B=8; O=0; C=0; W=1,battle_dominant,highly_model_sensitive,
Jeremi Wiśniowiecki,https://en.wikipedia.org/wiki/Jeremi_Wi%C5%9Bniowiecki,early_modern,80.0,43.0,229.0,203.0,195.0,236.0,170.0,78.15941101152367,67.01870407481628,68.98085059006901,outside_trust_headline,caution,,9,9,6,8,6,V=6; D=0; N=0; U=3,B=9; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Ubadah ibn al-Samit,https://en.wikipedia.org/wiki/Ubadah_ibn_al-Samit,medieval,25.0,37.0,231.0,198.0,228.0,250.0,166.0,90.22087067861715,66.83500334001336,69.25228234246269,outside_trust_headline,caution,,9,9,3,5,9,V=8; D=1; N=0; U=0,B=9; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Alauddin Khalji,https://en.wikipedia.org/wiki/Alauddin_Khalji,medieval,49.0,60.0,241.0,173.0,163.0,125.0,141.0,84.52624839948784,66.58722778891115,71.37096415052326,outside_trust_headline,caution,,7,7,6,6,7,V=7; D=0; N=0; U=0,B=7; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Alasdair Mac Colla,https://en.wikipedia.org/wiki/Alasdair_Mac_Colla,early_modern,69.0,50.0,257.0,240.0,264.0,184.0,191.0,78.94366197183099,65.6432865731463,66.89189490091294,outside_trust_headline,caution,,8,8,5,7,6,V=6; D=0; N=0; U=2,B=8; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,long_nineteenth_century,12.0,12.0,264.0,282.0,283.0,251.0,236.0,93.67797695262483,65.19772879091516,65.10732576263638,outside_trust_headline,caution,,14,14,3,4,12,V=11; D=1; N=0; U=2,B=14; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Karađorđe Petrović,https://en.wikipedia.org/wiki/Kara%C4%91or%C4%91e,revolutionary_napoleonic,37.0,31.0,293.0,264.0,268.0,326.0,223.0,88.10819462227913,63.50968603874415,65.71086617679804,outside_trust_headline,caution,,9,9,3,6,8,V=8; D=0; N=0; U=1,B=9; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,long_nineteenth_century,34.0,19.0,297.0,375.0,357.0,356.0,325.0,88.52112676056338,63.398129592518366,61.44700512135381,outside_trust_headline,caution,,18,18,3,4,14,V=10; D=0; N=4; U=4,B=18; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
Arthur Currie,https://en.wikipedia.org/wiki/Arthur_Currie,world_wars,65.0,33.0,335.0,309.0,300.0,279.0,261.0,79.89436619718309,61.12090848363393,63.850812736584274,outside_trust_headline,caution,,10,10,7,3,6,V=6; D=0; N=0; U=4,B=10; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
John Monash,https://en.wikipedia.org/wiki/John_Monash,world_wars,36.0,30.0,338.0,365.0,355.0,341.0,308.0,88.10819462227913,60.88710754843019,61.92162101981741,outside_trust_headline,caution,,9,9,5,4,8,V=8; D=0; N=0; U=1,B=9; O=0; C=0; W=0,battle_dominant,highly_model_sensitive,
