display_name,canonical_wikipedia_url,battle_id,battle_name,page_type,side,page_result_raw,current_outcome_category,unresolved_reason
Mao Zedong,https://en.wikipedia.org/wiki/Mao_Zedong,battle_63479770,Battle of Chishui River,battle_article,side_b,Communist forces manage to maneuver out of the Nationalists' encirclement,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Peng Dehuai,https://en.wikipedia.org/wiki/Peng_Dehuai,battle_63479770,Battle of Chishui River,battle_article,side_b,Communist forces manage to maneuver out of the Nationalists' encirclement,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Bernard Montgomery,https://en.wikipedia.org/wiki/Bernard_Montgomery,battle_304601,1936–1939 Arab revolt in Palestine,battle_article,side_a,Revolt suppressed Issuance of the White Paper of 1939,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Chiang Kai-shek,https://en.wikipedia.org/wiki/Chiang_Kai-shek,battle_27997386,Islamic rebellion in Xinjiang (1937),war_conflict_article,side_a,Provincial government victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Fedor von Bock,https://en.wikipedia.org/wiki/Fedor_von_Bock,battle_309288,Invasion of Poland,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_309288,Invasion of Poland,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_33924,Winter War,war_conflict_article,side_b,Moscow Peace Treaty,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Kirill Meretskov,https://en.wikipedia.org/wiki/Kirill_Meretskov,battle_33924,Winter War,war_conflict_article,side_b,Moscow Peace Treaty,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_228080,Battle of France,battle_article,side_a,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Fedor von Bock,https://en.wikipedia.org/wiki/Fedor_von_Bock,battle_228080,Battle of France,battle_article,side_a,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Heinz Guderian,https://en.wikipedia.org/wiki/Heinz_Guderian,battle_228080,Battle of France,battle_article,side_a,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Erich Hoepner,https://en.wikipedia.org/wiki/Erich_Hoepner,battle_25467180,Battle of Gembloux (1940),battle_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_41099690,Battle of the Ypres–Comines Canal,battle_article,side_b,Successful British delaying action Withdrawal of the BEF to Dunkirk,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Peng Dehuai,https://en.wikipedia.org/wiki/Peng_Dehuai,battle_24911268,Hundred Regiments Offensive,operation_article,side_a,Chinese victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Georg von Küchler,https://en.wikipedia.org/wiki/Georg_von_K%C3%BCchler,battle_17191607,Baltic operation,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Erich Hoepner,https://en.wikipedia.org/wiki/Erich_Hoepner,battle_17191607,Baltic operation,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_1177270,Battle of Kiev (1941),battle_article,side_a,German victory Encirclement and destruction of Soviet Southwestern Front Beginning of Battle of Moscow,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Heinz Guderian,https://en.wikipedia.org/wiki/Heinz_Guderian,battle_1177270,Battle of Kiev (1941),battle_article,side_a,German victory Encirclement and destruction of Soviet Southwestern Front Beginning of Battle of Moscow,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_1634809,Battle of Uman,battle_article,side_a,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Wolfram von Richthofen,https://en.wikipedia.org/wiki/Wolfram_von_Richthofen,battle_7541477,Battle of the Kerch Peninsula,battle_article,side_a,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_12383316,Battle of the Sea of Azov,battle_article,side_a,"Axis victory Encirclement & destruction of Soviet 9th & 18th Armies German forces advance on Crimea, Kharkov, and Rostov",unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Kirill Meretskov,https://en.wikipedia.org/wiki/Kirill_Meretskov,battle_11826673,Finnish invasion of East Karelia (1941),operation_article,side_b,Finnish victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Chiang Kai-shek,https://en.wikipedia.org/wiki/Chiang_Kai-shek,battle_342641,Pacific War,war_conflict_article,side_a,Allied victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Wolfram von Richthofen,https://en.wikipedia.org/wiki/Wolfram_von_Richthofen,battle_1277307,Siege of Sevastopol (1941–1942),battle_article,side_a,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Fedor von Bock,https://en.wikipedia.org/wiki/Fedor_von_Bock,battle_1636789,Battle of Voronezh (1942),battle_article,side_a,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Rodion Malinovsky,https://en.wikipedia.org/wiki/Rodion_Malinovsky,battle_1636789,Battle of Voronezh (1942),battle_article,side_b,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Wolfram von Richthofen,https://en.wikipedia.org/wiki/Wolfram_von_Richthofen,battle_1387508,Case Blue,operation_article,side_a,Axis strategic failure,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_1387508,Case Blue,operation_article,side_b,Axis strategic failure,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
William Halsey Jr.,https://en.wikipedia.org/wiki/William_Halsey_Jr.,battle_22282934,Marshalls–Gilberts raids,battle_article,side_a,Minor damage to Japanese garrisons,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Fedor von Bock,https://en.wikipedia.org/wiki/Fedor_von_Bock,battle_1018445,Second Battle of Kharkov,battle_article,side_a,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Ivan Bagramyan,https://en.wikipedia.org/wiki/Ivan_Bagramyan,battle_1018445,Second Battle of Kharkov,battle_article,side_b,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_16352626,Dnieper–Carpathian offensive,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Giovanni Messe,https://en.wikipedia.org/wiki/Giovanni_Messe,battle_9870769,Italian Civil War,war_conflict_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Rodolfo Graziani,https://en.wikipedia.org/wiki/Rodolfo_Graziani,battle_9870769,Italian Civil War,war_conflict_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_19224918,Operation Achse,operation_article,side_b,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Rodolfo Graziani,https://en.wikipedia.org/wiki/Rodolfo_Graziani,battle_31829992,Battle of Garfagnana,battle_article,side_b,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Dwight D. Eisenhower,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,battle_57998,Battle of the Bulge,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Bernard Montgomery,https://en.wikipedia.org/wiki/Bernard_Montgomery,battle_57998,Battle of the Bulge,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Omar Bradley,https://en.wikipedia.org/wiki/Omar_Bradley,battle_57998,Battle of the Bulge,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
George S. Patton,https://en.wikipedia.org/wiki/George_S._Patton,battle_57998,Battle of the Bulge,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_57998,Battle of the Bulge,battle_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Fyodor Tolbukhin,https://en.wikipedia.org/wiki/Fyodor_Tolbukhin,battle_17229910,Belgrade offensive,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,battle_21975983,First Battle of Târgu Frumos,battle_article,side_b,Axis victoryGlantzGlantz,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,battle_21982576,First Jassy–Kishinev offensive,operation_article,side_b,Axis victoryGlantz,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Rodion Malinovsky,https://en.wikipedia.org/wiki/Rodion_Malinovsky,battle_21982576,First Jassy–Kishinev offensive,operation_article,side_b,Axis victoryGlantz,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_1761990,Kamenets–Podolsky pocket,operation_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_1761990,Kamenets–Podolsky pocket,operation_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,battle_3535371,Second Battle of Târgu Frumos,battle_article,side_b,Axis victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_4215601,Second Jassy–Kishinev offensive,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Fyodor Tolbukhin,https://en.wikipedia.org/wiki/Fyodor_Tolbukhin,battle_4215601,Second Jassy–Kishinev offensive,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Kirill Meretskov,https://en.wikipedia.org/wiki/Kirill_Meretskov,battle_4838342,Vyborg–Petrozavodsk offensive,operation_article,side_b,Moscow Armistice,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Hisaichi Terauchi,https://en.wikipedia.org/wiki/Hisaichi_Terauchi,battle_79532280,Civil conflicts in Vietnam (1945–1949),war_conflict_article,side_c,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Bernard Montgomery,https://en.wikipedia.org/wiki/Bernard_Montgomery,battle_535273,Operation Plunder,operation_article,side_a,Allied victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Rodolfo Graziani,https://en.wikipedia.org/wiki/Rodolfo_Graziani,battle_12104288,Spring 1945 offensive in Italy,operation_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Chiang Kai-shek,https://en.wikipedia.org/wiki/Chiang_Kai-shek,battle_9413636,Autumn Offensive of 1947 in Northeast China,operation_article,side_a,Communist victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Peng Dehuai,https://en.wikipedia.org/wiki/Peng_Dehuai,battle_41226218,Battle of Yan'an,battle_article,side_b,Nationalist victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Chiang Kai-shek,https://en.wikipedia.org/wiki/Chiang_Kai-shek,battle_1218341,Battle of Guningtou,battle_article,side_a,Republic of China victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Mao Zedong,https://en.wikipedia.org/wiki/Mao_Zedong,battle_1218341,Battle of Guningtou,battle_article,side_b,Republic of China victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Xue Yue,https://en.wikipedia.org/wiki/Xue_Yue,battle_15191556,Battle of Hainan Island,battle_article,side_b,Communist victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Douglas MacArthur,https://en.wikipedia.org/wiki/Douglas_MacArthur,battle_1055744,Battle of Inchon,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Peng Dehuai,https://en.wikipedia.org/wiki/Peng_Dehuai,battle_856325,Battle of the Imjin River,battle_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Peng Dehuai,https://en.wikipedia.org/wiki/Peng_Dehuai,battle_2821556,Battle of the Twin Tunnels,battle_article,side_b,UN victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Dwight D. Eisenhower,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,battle_415767,1953 Iranian coup d'état,operation_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Dwight D. Eisenhower,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,battle_613055,1954 Guatemalan coup d'état,operation_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,battle_29784661,1961 F-84 Thunderstreak incident,operation_article,side_b,West German fighters landed safely,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Abdul Rashid Dostum,https://en.wikipedia.org/wiki/Abdul_Rashid_Dostum,battle_10798933,Battle of Kabul (1992–1996),battle_article,multiple_sides,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_22972419,Fall of Kabul (2001),battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_23010233,Fall of Kandahar,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_23099057,Iraqi Kurdistan conflict (2001–2003),war_conflict_article,side_b,Kurdistan Region–United States victory Kurdistan Regional Government regains control of the Islamic Emirate of Kurdistan,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_22972195,Operation Crescent Wind,operation_article,side_a,US–UK victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Abdul Rashid Dostum,https://en.wikipedia.org/wiki/Abdul_Rashid_Dostum,battle_4512092,Taliban insurgency,war_conflict_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_4512092,Taliban insurgency,war_conflict_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_8812611,Operation Enduring Freedom – Horn of Africa,operation_article,side_a,21 high level Al-Shabaab leaders killed,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_207031,Battle of Baghdad (2003),battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_847626,Iraqi insurgency (2003–2011),war_conflict_article,side_a,Defeat,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Qasem Soleimani,https://en.wikipedia.org/wiki/Qasem_Soleimani,battle_19729651,Iran–PJAK conflict,war_conflict_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Valery Gerasimov,https://en.wikipedia.org/wiki/Valery_Gerasimov,battle_22353469,Insurgency in the North Caucasus,war_conflict_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_37315707,Siege of Daraa,battle_article,side_b,FSA victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_36494808,Battle of Aleppo (2012–2016),battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Qasem Soleimani,https://en.wikipedia.org/wiki/Qasem_Soleimani,battle_36494808,Battle of Aleppo (2012–2016),battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_59852438,Siege of Northern Homs,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_56656382,Siege of Eastern Ghouta,battle_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Qasem Soleimani,https://en.wikipedia.org/wiki/Qasem_Soleimani,battle_44430686,Battle of Baiji (2014–2015),battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_42365990,Battle of Morek,battle_article,side_b,Syrian government victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Hulusi Akar,https://en.wikipedia.org/wiki/Hulusi_Akar,battle_47342615,Operation Martyr Yalçın,operation_article,side_a,Turkiye Tactical victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Qasem Soleimani,https://en.wikipedia.org/wiki/Qasem_Soleimani,battle_45549617,Second Battle of Tikrit,battle_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Hulusi Akar,https://en.wikipedia.org/wiki/Hulusi_Akar,battle_51082294,2016 Turkish coup d'état attempt,battle_article,side_b,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_54363632,2017 Southern Raqqa offensive,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Abdul Rashid Dostum,https://en.wikipedia.org/wiki/Abdul_Rashid_Dostum,battle_53899276,Battle of Darzab (2017),battle_article,side_c,ISIL victory ISIL captures most of Darzab and Qush Tepa District from Taliban,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_53450288,East Aleppo offensive (2017),operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_54012283,Maskanah Plains offensive,operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_53164060,Palmyra offensive (2017),operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Qasem Soleimani,https://en.wikipedia.org/wiki/Qasem_Soleimani,battle_54675905,Qalamoun offensive (2017),operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_57645711,2018 Southern Syria offensive,operation_article,side_a,Syrian government victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_57232388,Eastern Qalamoun offensive (April 2018),operation_article,side_a,Decisive victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_62364188,Northwestern Syria offensive (2019–2020),operation_article,side_a,Syrian government victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Hulusi Akar,https://en.wikipedia.org/wiki/Hulusi_Akar,battle_62364188,Northwestern Syria offensive (2019–2020),operation_article,side_b,Syrian government victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Hulusi Akar,https://en.wikipedia.org/wiki/Hulusi_Akar,battle_60895741,Operation Claw (2019–2020),operation_article,side_a,Victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Valery Gerasimov,https://en.wikipedia.org/wiki/Valery_Gerasimov,battle_73987015,2023 Ukrainian counteroffensive,operation_article,side_b,Ukrainian operational failure,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Valery Gerasimov,https://en.wikipedia.org/wiki/Valery_Gerasimov,battle_74115393,Wagner Group rebellion,war_conflict_article,side_b,Wagner mercenaries halt advance after ~23 hours and begin withdrawing at 11:00 p.m. local time (see: Resolution),unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_78529501,2024 Homs offensive,operation_article,side_b,Syrian opposition victory,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_78477542,Battle of Aleppo (2024),battle_article,side_b,Syrian opposition victory Syrian government forces retreat from the city SDF enclave within the city besieged by rebels,unknown,retained_page_result_present_but_not_deterministic_under_conservative_rules
