display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,page_type,side,belligerent,old_outcome_category,new_outcome_category,page_result_type,page_result_raw,override_justification,override_evidence_basis
Napoleon Bonaparte,https://en.wikipedia.org/wiki/Napoleon,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Jean Lannes,https://en.wikipedia.org/wiki/Jean_Lannes,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Nikolay Kamensky,https://en.wikipedia.org/wiki/Nikolay_Kamensky,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,battle_article,side_b,Russia Russian Empire Prussia Kingdom of Prussia,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Louis-Gabriel Suchet,https://en.wikipedia.org/wiki/Louis-Gabriel_Suchet,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),battle_article,side_a,France French Empire,unknown,victory,unknown,French victoryBodart 1908,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victoryBodart 1908
Auguste de Marmont,https://en.wikipedia.org/wiki/Auguste_de_Marmont,battle_13067106,Battle of Znaim,Battle of Znaim,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Napoleon Bonaparte,https://en.wikipedia.org/wiki/Napoleon,battle_13067106,Battle of Znaim,Battle of Znaim,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
André Masséna,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na,battle_13067106,Battle of Znaim,Battle of Znaim,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
"Archduke Charles, Duke of Teschen",https://en.wikipedia.org/wiki/Archduke_Charles%2C_Duke_of_Teschen,battle_13067106,Battle of Znaim,Battle of Znaim,battle_article,side_b,Austrian Empire Austrian Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_4996408,Combat of the Côa,Combat of the Côa,battle_article,side_a,First French Empire France,unknown,victory,unknown,French victorySuccessful completion of a tactical objective. Craufurd's strategic retreat.,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victorySuccessful completion of a tactical objective. Craufurd's strategic retreat.
Friedrich Wilhelm Freiherr von Bülow,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Freiherr_von_B%C3%BClow,battle_51872575,Siege of Antwerp (1814),Siege of Antwerp (1814),battle_article,side_b,United Kingdom of Great Britain and Ireland Kingdom of Prussia Sweden Russian Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_675526,Battle of Quatre Bras,Battle of Quatre Bras,battle_article,side_a,First French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Hans Karl von Diebitsch,https://en.wikipedia.org/wiki/Hans_Karl_von_Diebitsch,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Ivan Paskevich,https://en.wikipedia.org/wiki/Ivan_Paskevich,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Hari Singh Nalwa,https://en.wikipedia.org/wiki/Hari_Singh_Nalwa,battle_31316351,Capture of Peshawar (1834),Capture of Peshawar (1834),war_conflict_article,side_a,Sikh Empire flag.svg Sikh Empire,unknown,victory,victory,Sikh victory Capture of Peshawar by the sikhs,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory Capture of Peshawar by the sikhs
Maharaja Ranjit Singh,https://en.wikipedia.org/wiki/Ranjit_Singh,battle_31316351,Capture of Peshawar (1834),Capture of Peshawar (1834),war_conflict_article,side_a,Sikh Empire flag.svg Sikh Empire,unknown,victory,victory,Sikh victory Capture of Peshawar by the sikhs,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory Capture of Peshawar by the sikhs
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1348725,Battle of Glendale,Battle of Glendale,battle_article,side_b,CSA Confederate States (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1348551,Battle of Oak Grove,Battle of Oak Grove,battle_article,side_b,CSA Confederate States (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_3368577,Siege of Fort Pulaski,Siege of Fort Pulaski,battle_article,side_b,CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1653535,Battle of Mine Run,Battle of Mine Run,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1355089,Battle of Salem Church,Battle of Salem Church,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1221380,Second Battle of Rappahannock Station,Second Battle of Rappahannock Station,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_8953609,Battle of Darbytown and New Market Roads,Battle of Darbytown and New Market Roads,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1661366,Battle of North Anna,Battle of North Anna,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_1529058,Second Battle of Kernstown,Second Battle of Kernstown,battle_article,side_a,USA United States (Union),unknown,defeat,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_6301578,Battle of Amelia Springs,Battle of Amelia Springs,battle_article,side_a,USA United States (Union),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_31527376,Battle of Owyhee River,Battle of Owyhee River,battle_article,side_a,United States,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_29467615,Battle of Infernal Caverns,Battle of Infernal Caverns,battle_article,side_a,United States Warm Springs Shoshone,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_31527964,Battle of Steen's Mountain,Battle of Steen's Mountain,battle_article,side_a,United States,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
Ōyama Iwao,https://en.wikipedia.org/wiki/%C5%8Cyama_Iwao,battle_1560378,Battle of Sandepu,Battle of Sandepu,battle_article,side_a,Empire of Japan,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Radomir Putnik,https://en.wikipedia.org/wiki/Radomir_Putnik,battle_2167279,Battle of Kolubara,Battle of Kolubara,battle_article,side_a,Kingdom of Serbia,unknown,victory,victory,Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia,Retained page result begins with `serbian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia
Živojin Mišić,https://en.wikipedia.org/wiki/%C5%BDivojin_Mi%C5%A1i%C4%87,battle_2167279,Battle of Kolubara,Battle of Kolubara,battle_article,side_a,Kingdom of Serbia,unknown,victory,victory,Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia,Retained page result begins with `serbian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia
Stepa Stepanović,https://en.wikipedia.org/wiki/Stepa_Stepanovi%C4%87,battle_2167279,Battle of Kolubara,Battle of Kolubara,battle_article,side_a,Kingdom of Serbia,unknown,victory,victory,Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia,Retained page result begins with `serbian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Serbian victory Liberation of Belgrade Withdrawal of Austrian troops from Serbia
Stepa Stepanović,https://en.wikipedia.org/wiki/Stepa_Stepanovi%C4%87,battle_7931421,Morava Offensive,Morava Offensive,operation_article,side_b,Kingdom of Serbia,unknown,defeat,victory,Bulgarian victory,Retained page result begins with `bulgarian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Bulgarian victory
Hubert Gough,https://en.wikipedia.org/wiki/Hubert_Gough,battle_60921,Battle of the Somme,Battle of the Somme,battle_article,side_a,United Kingdom of Great Britain and Ireland Canada Australia French Third Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Ferdinand Foch,https://en.wikipedia.org/wiki/Ferdinand_Foch,battle_60921,Battle of the Somme,Battle of the Somme,battle_article,side_a,United Kingdom of Great Britain and Ireland Canada Australia French Third Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Nikolai Yudenich,https://en.wikipedia.org/wiki/Nikolai_Yudenich,battle_1647415,Allied intervention in the Russian Civil War,Allied intervention in the Russian Civil War,war_conflict_article,side_a,Allied Powers:Russian Empire White movement First Czechoslovak Republic Czechoslovak Legion (1918–1919) United Kingdom of Great Britain and Ireland (1918–1920) Canada (1918–1919) Australia (1918–1919) British Raj Union of South Africa Empire of Japan United States (1918–1920) French Third Republic (1918–1920) Second Polish Republic Kingdom of Greece Estonia Kingdom of Romania Kingdom of Serbia Kingdom of Italy Ukrainian People's Republic (1918–1921),unknown,defeat,victory,Bolshevik victory,Retained page result begins with `bolshevik` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Bolshevik victory
Hubert Gough,https://en.wikipedia.org/wiki/Hubert_Gough,battle_5060080,Battle of Poelcappelle,Battle of Poelcappelle,battle_article,side_a,British Empire Australia Newfoundland UKGBI French Third Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Nikolai Yudenich,https://en.wikipedia.org/wiki/Nikolai_Yudenich,battle_64656825,Battle of Petrograd,Battle of Petrograd,battle_article,side_a,Russia Northwest Russia Estonia British Empire Ingria North Ingria Finland,victory,defeat,victory,Soviet victory Red Army defends Petrograd from the White Army Dissolution of the Northwest Army,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory Red Army defends Petrograd from the White Army Dissolution of the Northwest Army
Henri Gouraud,https://en.wikipedia.org/wiki/Henri_Gouraud,battle_34900933,1920 capture of Damascus,1920 capture of Damascus,battle_article,side_a,French Third Republic France,unknown,victory,victory,French victory End of the Franco-Syrian War Arab Kingdom of Syria disestablished,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victory End of the Franco-Syrian War Arab Kingdom of Syria disestablished
Faisal bin Hussein,https://en.wikipedia.org/wiki/Faisal_I,battle_34900933,1920 capture of Damascus,1920 capture of Damascus,battle_article,side_b,22px Syrian rebels,unknown,defeat,victory,French victory End of the Franco-Syrian War Arab Kingdom of Syria disestablished,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victory End of the Franco-Syrian War Arab Kingdom of Syria disestablished
Henri Gouraud,https://en.wikipedia.org/wiki/Henri_Gouraud,battle_6572437,Franco-Syrian War,Franco-Syrian War,war_conflict_article,side_a,French Third Republic Lebanon Lebanon French Third Republic West Africa,unknown,victory,victory,French victory Establishment of French Syria King Faisal expelled to Iraq,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victory Establishment of French Syria King Faisal expelled to Iraq
Faisal bin Hussein,https://en.wikipedia.org/wiki/Faisal_I,battle_6572437,Franco-Syrian War,Franco-Syrian War,war_conflict_article,side_b,Flag of Kingdom of Syria (1920-03-08 to 1920-07-24).svg Syrian Arab Kingdom,unknown,defeat,victory,French victory Establishment of French Syria King Faisal expelled to Iraq,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victory Establishment of French Syria King Faisal expelled to Iraq
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_27997386,Islamic rebellion in Xinjiang (1937),Islamic rebellion in Xinjiang (1937),war_conflict_article,side_b,Flag of the People's Anti-Imperialist Association.svg Xinjiang clique Soviet Union,unknown,defeat,victory,Provincial government victory,Retained page result states provincial government victory while Stalin is attached to the Soviet-backed opposing side.,page_result_raw=Provincial government victory
Heinz Guderian,https://en.wikipedia.org/wiki/Heinz_Guderian,battle_1236114,Battle of Kobryń,Battle of Kobryń,battle_article,side_a,Nazi Germany,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_1634174,Battle of Rostov (1941),Battle of Rostov (1941),battle_article,side_b,Nazi Germany Kingdom of Romania Slovak Republic (1939–1945) Slovakia,unknown,defeat,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory
Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_a,Soviet Union,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_a,Soviet Union,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Heinz Guderian,https://en.wikipedia.org/wiki/Heinz_Guderian,battle_1397862,Battles of Rzhev,Battles of Rzhev,battle_article,side_b,Nazi Germany,unknown,indecisive,unknown,InconclusiveGerasimova 2016,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Konstantin Rokossovsky,https://en.wikipedia.org/wiki/Konstantin_Rokossovsky,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Aleksandr Vasilevsky,https://en.wikipedia.org/wiki/Aleksandr_Vasilevsky,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Nikolai Vatutin,https://en.wikipedia.org/wiki/Nikolai_Vatutin,battle_262120,Operation Uranus,Operation Uranus,operation_article,side_a,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
William Halsey Jr.,https://en.wikipedia.org/wiki/William_Halsey_Jr.,battle_28684928,Operation I-Go,Operation I-Go,operation_article,side_a,United States Australia Dominion of New Zealand,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Douglas MacArthur,https://en.wikipedia.org/wiki/Douglas_MacArthur,battle_28684928,Operation I-Go,Operation I-Go,operation_article,side_a,United States Australia Dominion of New Zealand,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
William Halsey Jr.,https://en.wikipedia.org/wiki/William_Halsey_Jr.,battle_2070801,Operation Ke,Operation Ke,operation_article,side_a,United States Australia Dominion of New Zealand,unknown,defeat,unknown,Japanese operational success,Retained page result states Japanese operational success while Halsey is attached to the Allied side.,page_result_raw=Japanese operational success
Marc Mitscher,https://en.wikipedia.org/wiki/Marc_Mitscher,battle_66760254,Operation SO and SE,Operation SO and SE,operation_article,side_a,United States,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Rodion Malinovsky,https://en.wikipedia.org/wiki/Rodion_Malinovsky,battle_2184583,Battle of Debrecen,Battle of Debrecen,battle_article,side_b,Soviet Union Kingdom of Romania,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Ivan Konev,https://en.wikipedia.org/wiki/Ivan_Konev,battle_1205652,Battle of the Dukla Pass,Battle of the Dukla Pass,battle_article,side_b,Soviet Union Czechoslovakia Czechoslovakia,unknown,indecisive,unknown,Inconclusive Soviet failure to join Slovak rebel troops Eventual Axis withdrawal from the area,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Soviet failure to join Slovak rebel troops Eventual Axis withdrawal from the area
Rodolfo Graziani,https://en.wikipedia.org/wiki/Rodolfo_Graziani,battle_522777,Gothic Line,Gothic Line,operation_article,side_b,Nazi Germany Italian Social Republic,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Konstantin Rokossovsky,https://en.wikipedia.org/wiki/Konstantin_Rokossovsky,battle_15981023,Minsk offensive,Minsk offensive,operation_article,side_b,USSR,unknown,victory,victory,Soviet Victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet Victory
Ivan Bagramyan,https://en.wikipedia.org/wiki/Ivan_Bagramyan,battle_15981023,Minsk offensive,Minsk offensive,operation_article,side_b,USSR,unknown,victory,victory,Soviet Victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet Victory
Ivan Bagramyan,https://en.wikipedia.org/wiki/Ivan_Bagramyan,battle_15981011,Polotsk offensive,Polotsk offensive,operation_article,side_b,USSR,unknown,victory,victory,Soviet Victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet Victory
Ivan Bagramyan,https://en.wikipedia.org/wiki/Ivan_Bagramyan,battle_16615948,Šiauliai offensive,Šiauliai offensive,operation_article,side_b,USSR,unknown,victory,victory,Soviet victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory
Fyodor Tolbukhin,https://en.wikipedia.org/wiki/Fyodor_Tolbukhin,battle_56208722,Operation Konrad III,Operation Konrad III,operation_article,side_b,Soviet Union,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Ivan Bagramyan,https://en.wikipedia.org/wiki/Ivan_Bagramyan,battle_17503703,Samland offensive,Samland offensive,operation_article,side_b,USSR,unknown,victory,victory,Soviet Victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet Victory
Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_1634994,Vistula–Oder offensive,Vistula–Oder offensive,operation_article,side_b,USSR Soviet Union Poland Poland,unknown,victory,victory,Soviet victory Liberation of Auschwitz and other Nazi concentration camps Disintegration of the General Government,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory Liberation of Auschwitz and other Nazi concentration camps Disintegration of the General Government
Chiang Kai-shek,https://en.wikipedia.org/wiki/Chiang_Kai-shek,battle_28135171,Battle of Baitag Bogd,Battle of Baitag Bogd,battle_article,side_a,Republic of China (1912–1949),unknown,stalemate,unknown,Status quo ante bellumForbes 1986,Retained page result is explicitly status quo ante bellum.,page_result_raw=Status quo ante bellumForbes 1986
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_28135171,Battle of Baitag Bogd,Battle of Baitag Bogd,battle_article,side_b,Mongolian People's Republic Soviet Union,unknown,stalemate,unknown,Status quo ante bellumForbes 1986,Retained page result is explicitly status quo ante bellum.,page_result_raw=Status quo ante bellumForbes 1986
Dwight D. Eisenhower,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,battle_16772,Korean War,Korean War,war_conflict_article,side_a,First Republic of KoreaOn 9 July 1951 troop constituents were: US: 70.4%; ROK: 23.3%; other: 6.3%. United Nations United NationsUnited States ... see other countries,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Douglas MacArthur,https://en.wikipedia.org/wiki/Douglas_MacArthur,battle_16772,Korean War,Korean War,war_conflict_article,side_a,First Republic of KoreaOn 9 July 1951 troop constituents were: US: 70.4%; ROK: 23.3%; other: 6.3%. United Nations United NationsUnited States ... see other countries,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Mao Zedong,https://en.wikipedia.org/wiki/Mao_Zedong,battle_16772,Korean War,Korean War,war_conflict_article,side_b,North Korea * China * Soviet Union,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Peng Dehuai,https://en.wikipedia.org/wiki/Peng_Dehuai,battle_16772,Korean War,Korean War,war_conflict_article,side_b,North Korea * China * Soviet Union,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Joseph Stalin,https://en.wikipedia.org/wiki/Joseph_Stalin,battle_16772,Korean War,Korean War,war_conflict_article,side_b,North Korea * China * Soviet Union,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Dwight D. Eisenhower,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,battle_287824,1958 Lebanon crisis,1958 Lebanon crisis,battle_article,side_a,Flag of Lebanon (1943-1990).svg Lebanese Government Former Flag of the Lebanese Army.svg Lebanese Army United States (Operation Blue Bat) Flag of Lebanon (1943-1990).svg Pro-Government Factions: Flag of Kataeb Party.svg Kataeb Party Flag of the Syrian Social Nationalist Party.svg SSNP-L Armenian Revolutionary Federation Flag.svg ARF,unknown,indecisive,unknown,Inconclusive Reconciliation government formed,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Reconciliation government formed
Tommy Franks,https://en.wikipedia.org/wiki/Tommy_Franks,battle_22954466,Operation Rhino,Operation Rhino,operation_article,side_a,United States United States,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
Hulusi Akar,https://en.wikipedia.org/wiki/Hulusi_Akar,battle_63252002,Operation Spring Shield,Operation Spring Shield,operation_article,side_a,Turkey,unknown,indecisive,unknown,Ceasefire,Retained page result is explicitly a ceasefire.,page_result_raw=Ceasefire
Suhayl al-Hasan,https://en.wikipedia.org/wiki/Suhayl_al-Hasan,battle_63252002,Operation Spring Shield,Operation Spring Shield,operation_article,side_b,Syria Syria Iran 22px|border Hezbollah Supported by: Russia,unknown,indecisive,unknown,Ceasefire,Retained page result is explicitly a ceasefire.,page_result_raw=Ceasefire
Jerzy Sebastian Lubomirski,https://en.wikipedia.org/wiki/Jerzy_Sebastian_Lubomirski,battle_42805673,Battle of Mątwy,Battle of Mątwy,battle_article,side_b,Rebels,unknown,victory,victory,Rebel victory,Retained page result begins with `rebel` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Rebel victory
