display_name,canonical_wikipedia_url,battle_id,battle_name,page_type,side,page_result_raw,page_result_type,outcome_inference_method,outcome_inference_confidence
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,battle_6023888,Battle of Misiche,battle_article,side_a,Defeat,defeat,unknown,low
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,battle_39147951,Siege of Antioch (253),battle_article,side_b,Sasanian victory,victory,unknown,low
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,battle_39831094,Siege of Dura-Europos (256),battle_article,side_a,Sasanian victory,victory,unknown,low
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,battle_39765329,Siege of Caesarea in Cappadocia (260),battle_article,side_a,Sasanian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_27637254,Battle of Jaxartes,battle_article,side_a,Macedonian victoryBivar 1983,unknown,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_34185030,Siege of Cyropolis,battle_article,side_a,Macedonian victory,victory,unknown,low
Craterus,https://en.wikipedia.org/wiki/Craterus,battle_34185030,Siege of Cyropolis,battle_article,side_a,Macedonian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_241926,Battle of Gaugamela,battle_article,side_a,Macedonian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_32279399,Battle of the Uxian Defile,battle_article,side_a,Macedonian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_20474118,Siege of Halicarnassus,battle_article,side_a,Macedonian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_32369190,Siege of Pelium,battle_article,side_a,Macedonian victoryVujčić 2021,unknown,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_24202898,Expansion of Macedonia under Philip II,battle_article,side_a,Macedonian hegemony establishment of League of Corinth,unknown,unknown,low
Stilicho,https://en.wikipedia.org/wiki/Stilicho,battle_2221853,Battle of the Frigidus,battle_article,side_a,Theodosian victory,victory,unknown,low
Stilicho,https://en.wikipedia.org/wiki/Stilicho,battle_43179791,Stilicho's Pictish War,war_conflict_article,side_a,Imperial victory,victory,unknown,low
Khalid ibn al-Walid,https://en.wikipedia.org/wiki/Khalid_ibn_al-Walid,battle_70387436,Muslim–Quraysh War,war_conflict_article,multiple_sides,Muslim victory,victory,ambiguous_multi_side_commander,low
Khalid ibn al-Walid,https://en.wikipedia.org/wiki/Khalid_ibn_al-Walid,battle_3042024,Battle of Mu'tah,battle_article,side_a,First Battle: Byzantine victoryKaegi 1992Donner 1981Buhl 1993 Second Battle: Rashidun Victory,victory,unknown,low
Amr ibn al-As,https://en.wikipedia.org/wiki/Amr_ibn_al-As,battle_23321726,First battle of Dongola,battle_article,side_a,Makurian victory,victory,unknown,low
Shapur II,https://en.wikipedia.org/wiki/Shapur_II,battle_68795542,Siege of Nisibis (338),battle_article,multiple_sides,Roman victoryDodgeon Lieu 2002,unknown,ambiguous_multi_side_commander,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_14872471,Crusader invasions of Egypt,battle_article,side_b,Zengid victory Crusaders withdraw from Egypt Later establishment of the Ayyubid dynasty,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_78052022,Siege of Alexandria (1167),battle_article,side_b,Negotiated settlement,unknown,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_643071,Battle of Montgisard,battle_article,side_b,Crusader victory,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_16327077,Battle of Belvoir Castle,battle_article,side_b,Crusader victory,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_3098435,Siege of Kerak,battle_article,side_b,Crusader victory,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_1184312,Battle of Cresson,battle_article,side_b,Ayyubid victory,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_27605748,Siege of Tyre (1187),battle_article,side_b,Crusader victory,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_347265,Siege of Acre (1189–1191),battle_article,side_b,Crusader victory,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_250506,Battle of Arsuf,battle_article,side_b,Crusader victory,victory,unknown,low
Qutb ud-Din Aibak,https://en.wikipedia.org/wiki/Qutb_ud-Din_Aibak,battle_22370955,First Battle of Tarain,battle_article,side_a,Rajput victory,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_2979565,Battle of Jaffa (1192),battle_article,side_b,Crusader victory,victory,unknown,low
Bertrand du Guesclin,https://en.wikipedia.org/wiki/Bertrand_du_Guesclin,battle_81204047,First Fernandine War,war_conflict_article,side_b,Treaty of Alcoutim Treaty of Tui (1372),unknown,unknown,low
Philip the Good,https://en.wikipedia.org/wiki/Philip_the_Good,battle_5032975,Dutch–Hanseatic War,war_conflict_article,side_a,Treaty of Copenhagen: Unlimited Dutch access to Baltic grain trade Hanseatic League's loss of grain monopoly,unknown,unknown,low
Murad II,https://en.wikipedia.org/wiki/Murad_II,battle_81621642,Siege of Smederevo (1439),battle_article,side_a,Decisive Ottoman victory Fall of the Serbian Despotate,decisive_victory,unknown,low
Murad II,https://en.wikipedia.org/wiki/Murad_II,battle_797175,Battle of Kosovo (1448),battle_article,side_a,Ottoman victory,victory,unknown,low
Mehmed II,https://en.wikipedia.org/wiki/Mehmed_II,battle_797175,Battle of Kosovo (1448),battle_article,side_a,Ottoman victory,victory,unknown,low
Mahmud Pasha Angelović,https://en.wikipedia.org/wiki/Mahmud_Pasha_Angelovi%C4%87,battle_102674,Fall of Constantinople,battle_article,side_a,Ottoman victory,victory,unknown,low
Mehmed II,https://en.wikipedia.org/wiki/Mehmed_II,battle_4016236,Siege of Krujë (1466–1467),battle_article,side_b,Albanian–Venetian victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_79893444,Cossack raids,battle_article,side_a,Cossack victory,victory,unknown,low
Babur,https://en.wikipedia.org/wiki/Babur,battle_33805731,Siege of Kabul (1504),battle_article,side_a,Timurid victory,victory,unknown,low
Babur,https://en.wikipedia.org/wiki/Babur,battle_37671759,Battle of Ab Darrah Pass,battle_article,side_b,Timurid victory,victory,unknown,low
Babur,https://en.wikipedia.org/wiki/Babur,battle_19634330,Battle of Ghazdewan,battle_article,side_a,Uzbek victory,victory,unknown,low
Selim I,https://en.wikipedia.org/wiki/Selim_I,battle_72013662,Battle of Yenişehir (1513),battle_article,side_a,Victory for Selim I Execution of Şehzade Ahmed End of the fight for the throne between Selim and Ahmed,victory,unknown,low
Hayreddin Barbarossa,https://en.wikipedia.org/wiki/Hayreddin_Barbarossa,battle_29214636,Capture of Algiers (1516),battle_article,side_a,Algerian victory,victory,unknown,low
Babur,https://en.wikipedia.org/wiki/Babur,battle_68649275,Battle of Hisar Firoza,battle_article,side_a,Mughal victory,victory,unknown,low
Dragut,https://en.wikipedia.org/wiki/Dragut,battle_46633493,Battle of Girolata,battle_article,side_b,Christian victory,victory,unknown,low
Bairam Khan,https://en.wikipedia.org/wiki/Bairam_Khan,battle_68575755,Battle of Kannauj,battle_article,side_b,Sur victory,victory,unknown,low
Hayreddin Barbarossa,https://en.wikipedia.org/wiki/Hayreddin_Barbarossa,battle_13945626,Siege of Nice,battle_article,side_b,Imperial-Savoyard victory,victory,unknown,low
Takeda Shingen,https://en.wikipedia.org/wiki/Takeda_Shingen,battle_3305420,Siege of Fukashi,battle_article,side_a,Takeda victory. Ogasawara Nagatoki forced to abandon his lands.,victory,unknown,low
Tokugawa Ieyasu,https://en.wikipedia.org/wiki/Tokugawa_Ieyasu,battle_366902,Siege of Terabe,battle_article,side_a,Oda victory,victory,unknown,low
Dragut,https://en.wikipedia.org/wiki/Dragut,battle_4622529,Battle of Djerba,battle_article,side_b,Victory,victory,unknown,low
Takeda Shingen,,battle_8253516,Siege of Musashi-Matsuyama (1563),battle_article,side_b,Siege successful; castle falls to the Hōjō and Takeda,unknown,unknown,low
Kuroda Yoshitaka,https://en.wikipedia.org/wiki/Kuroda_Yoshitaka,battle_35314820,Siege of Inabayama Castle,battle_article,side_a,Oda victory,victory,unknown,low
Takeda Shingen,,battle_3328781,Siege of Hachigata (1568),battle_article,side_b,Hōjō victory,victory,unknown,low
Tokugawa Ieyasu,https://en.wikipedia.org/wiki/Tokugawa_Ieyasu,battle_4411137,Siege of Kanegasaki (1570),battle_article,side_a,Nobunaga withdraws his forces Successful retreat by Nobunaga,unknown,unknown,low
Maeda Toshiie,https://en.wikipedia.org/wiki/Maeda_Toshiie,battle_4411137,Siege of Kanegasaki (1570),battle_article,side_a,Nobunaga withdraws his forces Successful retreat by Nobunaga,unknown,unknown,low
Takeda Shingen,https://en.wikipedia.org/wiki/Takeda_Shingen,battle_6967988,Battle of Tonegawa,battle_article,side_b,disengagement,unknown,unknown,low
Takeda Shingen,,battle_356177,Siege of Noda Castle,battle_article,side_a,"Siege succeeds, but Takeda Shingen wounded, possibly fatally",unknown,unknown,low
Shimazu Yoshihiro,https://en.wikipedia.org/wiki/Shimazu_Yoshihiro,battle_9195380,Battle of Mimigawa,battle_article,side_a,Shimazu clan victory,victory,unknown,low
Kuroda Yoshitaka,https://en.wikipedia.org/wiki/Kuroda_Yoshitaka,battle_355585,Siege of Miki,battle_article,side_a,Toyotomi victory,victory,unknown,low
Katō Kiyomasa,https://en.wikipedia.org/wiki/Kat%C5%8D_Kiyomasa,battle_873080,Battle of Yamazaki,battle_article,side_b,Oda clan victory Hideyoshi begins his consolidation of power,victory,unknown,low
Kuroda Yoshitaka,https://en.wikipedia.org/wiki/Kuroda_Yoshitaka,battle_873080,Battle of Yamazaki,battle_article,side_b,Oda clan victory Hideyoshi begins his consolidation of power,victory,unknown,low
Kuroda Yoshitaka,https://en.wikipedia.org/wiki/Kuroda_Yoshitaka,battle_366852,Siege of Takamatsu,battle_article,side_a,Peace negotiation Oda's forces withdraw due to the Honnō-ji Incident,unknown,unknown,low
Konishi Yukinaga,https://en.wikipedia.org/wiki/Konishi_Yukinaga,battle_366852,Siege of Takamatsu,battle_article,side_a,Peace negotiation Oda's forces withdraw due to the Honnō-ji Incident,unknown,unknown,low
Katō Kiyomasa,https://en.wikipedia.org/wiki/Kat%C5%8D_Kiyomasa,battle_366852,Siege of Takamatsu,battle_article,side_a,Peace negotiation Oda's forces withdraw due to the Honnō-ji Incident,unknown,unknown,low
"Alexander Farnese, Duke of Parma",https://en.wikipedia.org/wiki/Alexander_Farnese%2C_Duke_of_Parma,battle_23309899,Cologne War,war_conflict_article,side_b,Roman Catholic victory,victory,unknown,low
Date Masamune,https://en.wikipedia.org/wiki/Date_Masamune,battle_7054123,Battle of Hitotoribashi,battle_article,side_a,Date Masamune retreat Nihonmatsu and allies withdrew,unknown,unknown,low
"Alexander Farnese, Duke of Parma",https://en.wikipedia.org/wiki/Alexander_Farnese%2C_Duke_of_Parma,battle_50490360,Siege of Caudebec,battle_article,side_b,Royalist victory,victory,unknown,low
Konishi Yukinaga,https://en.wikipedia.org/wiki/Konishi_Yukinaga,battle_2278543,Battle of Chilcheollyang,battle_article,side_a,Japanese victory,victory,unknown,low
Shimazu Yoshihiro,https://en.wikipedia.org/wiki/Shimazu_Yoshihiro,battle_2278543,Battle of Chilcheollyang,battle_article,side_a,Japanese victory,victory,unknown,low
"Maurice, Prince of Orange",https://en.wikipedia.org/wiki/Maurice%2C_Prince_of_Orange,battle_54360024,Siege of Zaltbommel,battle_article,side_a,Victory,victory,unknown,low
Francis Vere,https://en.wikipedia.org/wiki/Francis_Vere,battle_54360024,Siege of Zaltbommel,battle_article,side_a,Victory,victory,unknown,low
Honda Tadakatsu,https://en.wikipedia.org/wiki/Honda_Tadakatsu,battle_25559442,Battle of Kuisegawa,battle_article,side_b,Western Army victory and Eastern Army retreats to Sekigahara,victory,unknown,low
Ambrogio Spinola,https://en.wikipedia.org/wiki/Ambrogio_Spinola,battle_22722803,War of the Jülich Succession,war_conflict_article,side_a,Treaty of Xanten Mark and Cleves to Brandenburg Jülich and Berg to Wolfgang Wilhelm,unknown,unknown,low
"Maurice, Prince of Orange",https://en.wikipedia.org/wiki/Maurice%2C_Prince_of_Orange,battle_22722803,War of the Jülich Succession,war_conflict_article,side_b,Treaty of Xanten Mark and Cleves to Brandenburg Jülich and Berg to Wolfgang Wilhelm,unknown,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_808359,Ingrian War,war_conflict_article,side_b,Victory,victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_1658239,Kalmar War,war_conflict_article,side_b,Victory,victory,unknown,low
Stanisław Żółkiewski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_%C5%BB%C3%B3%C5%82kiewski,battle_42357008,Battle of Cornul lui Sas,battle_article,side_b,Ottoman–Moldavian–Tatar victory,victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
Gustav Horn,https://en.wikipedia.org/wiki/Gustav_Horn,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
"Maurice, Prince of Orange",https://en.wikipedia.org/wiki/Maurice%2C_Prince_of_Orange,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
Ambrogio Spinola,https://en.wikipedia.org/wiki/Ambrogio_Spinola,battle_30583,Thirty Years' War,war_conflict_article,side_b,Peace of Westphalia,unknown,unknown,low
Jan Karol Chodkiewicz,https://en.wikipedia.org/wiki/Jan_Karol_Chodkiewicz,battle_12259648,Battle of Khotyn (1621),battle_article,side_a,Victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_12259648,Battle of Khotyn (1621),battle_article,side_a,Victory,victory,unknown,low
Stanisław Koniecpolski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Koniecpolski,battle_36362850,Zhmaylo uprising,battle_article,side_a,Treaty of Kurukove,unknown,unknown,low
Ambrogio Spinola,https://en.wikipedia.org/wiki/Ambrogio_Spinola,battle_2938870,War of the Mantuan Succession,war_conflict_article,side_b,"Victory for the Duke of Nevers, Treaty of Cherasco",victory,unknown,low
Stanisław Koniecpolski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Koniecpolski,battle_12996736,Fedorovych uprising,battle_article,side_a,Treaty of Pereiaslav (1630),unknown,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_a,Peace of Prague,unknown,unknown,low
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_a,Peace of Prague,unknown,unknown,low
Gustav Horn,https://en.wikipedia.org/wiki/Gustav_Horn,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_a,Peace of Prague,unknown,unknown,low
Cardinal-Infante Ferdinand of Austria,https://en.wikipedia.org/wiki/Cardinal-Infante_Ferdinand_of_Austria,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_b,Peace of Prague,unknown,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_101666,Battle of Lützen (1632),battle_article,side_b,Tactical victory,tactical_victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_6513835,Battle of the Alte Veste,battle_article,side_b,Imperial victory,victory,unknown,low
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,battle_6513835,Battle of the Alte Veste,battle_article,side_b,Imperial victory,victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_2575587,Siege of Nuremberg,battle_article,side_a,Imperial victory,victory,unknown,low
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,battle_2575587,Siege of Nuremberg,battle_article,side_a,Imperial victory,victory,unknown,low
"Frederick Henry, Prince of Orange",https://en.wikipedia.org/wiki/Frederick_Henry%2C_Prince_of_Orange,battle_22337353,Siege of Schenkenschans,battle_article,side_a,First siege: Spanish victory Second siege: Dutch victory,victory,unknown,low
Cardinal-Infante Ferdinand of Austria,https://en.wikipedia.org/wiki/Cardinal-Infante_Ferdinand_of_Austria,battle_22337353,Siege of Schenkenschans,battle_article,side_b,First siege: Spanish victory Second siege: Dutch victory,victory,unknown,low
"Henri de La Tour d'Auvergne, Viscount of Turenne",https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne%2C_Viscount_of_Turenne,battle_17921690,Piedmontese Civil War,war_conflict_article,side_a,1642 treaties of Turin,unknown,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_9709,English Civil War,war_conflict_article,side_a,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_3470446,Battle of Gainsborough,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_1591752,Battle of Winceby,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_17778863,Siege of Hull (1643),battle_article,side_b,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_31211208,Siege of Lincoln,battle_article,side_b,Parliamentarian victory,victory,unknown,low
"Henri de La Tour d'Auvergne, Viscount of Turenne",https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne%2C_Viscount_of_Turenne,battle_10393600,Battle of Herbsthausen,battle_article,side_b,Bavarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_105805,Battle of Naseby,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,battle_77125967,Siege of Brno,battle_article,side_a,Imperial victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_59256153,Battle of Bovey Heath,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_8631861,Battle of Korsuń,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_23789144,Battle of Preston (1648),battle_article,side_b,Parliamentarian victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_8663197,Battle of Pyliavtsi,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_8566633,Battle of Zhovti Vody,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Stefan Czarniecki,https://en.wikipedia.org/wiki/Stefan_Czarniecki,battle_8566633,Battle of Zhovti Vody,battle_article,side_b,Cossack–Tatar victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_1191347,Khmelnytsky Uprising,battle_article,side_a,Victory,victory,unknown,low
Stanisław Rewera Potocki,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Rewera_Potocki,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Stefan Czarniecki,https://en.wikipedia.org/wiki/Stefan_Czarniecki,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_1057632,Second English Civil War,war_conflict_article,side_b,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_3072706,Siege of Pembroke,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_4581924,Siege of Waterford,battle_article,side_a,Parliamentarian victory New Model Army take Waterford after a second siege.,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_70181,Battle of Worcester,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,battle_62713,First Anglo-Dutch War,war_conflict_article,side_a,Treaty of Westminster (1654),unknown,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_62713,First Anglo-Dutch War,war_conflict_article,side_b,Treaty of Westminster (1654),unknown,unknown,low
Stanisław Rewera Potocki,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Rewera_Potocki,battle_14883756,Battle of Horodok (1655),battle_article,side_a,Muscovite–Cossack victory,victory,unknown,low
Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,battle_65614,Second Anglo-Dutch War,war_conflict_article,side_a,Treaty of Breda (1667),unknown,unknown,low
Louis XIV,https://en.wikipedia.org/wiki/Louis_XIV,battle_323844,War of Devolution,war_conflict_article,side_a,Treaty of Aix-la-Chapelle (1668),unknown,unknown,low
"Henri de La Tour d'Auvergne, Viscount of Turenne",https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne%2C_Viscount_of_Turenne,battle_323844,War of Devolution,war_conflict_article,side_a,Treaty of Aix-la-Chapelle (1668),unknown,unknown,low
"Louis, Grand Condé",https://en.wikipedia.org/wiki/Louis%2C_Grand_Cond%C3%A9,battle_323844,War of Devolution,war_conflict_article,side_a,Treaty of Aix-la-Chapelle (1668),unknown,unknown,low
"François-Henri de Montmorency, duc de Luxembourg",https://en.wikipedia.org/wiki/Fran%C3%A7ois-Henri_de_Montmorency%2C_duc_de_Luxembourg,battle_323844,War of Devolution,war_conflict_article,side_a,Treaty of Aix-la-Chapelle (1668),unknown,unknown,low
Louis XIV,https://en.wikipedia.org/wiki/Louis_XIV,battle_323886,Franco-Dutch War,war_conflict_article,side_a,Treaties of Nijmegen,unknown,unknown,low
"Henri de La Tour d'Auvergne, Viscount of Turenne",https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne%2C_Viscount_of_Turenne,battle_323886,Franco-Dutch War,war_conflict_article,side_a,Treaties of Nijmegen,unknown,unknown,low
"Louis, Grand Condé",https://en.wikipedia.org/wiki/Louis%2C_Grand_Cond%C3%A9,battle_323886,Franco-Dutch War,war_conflict_article,side_a,Treaties of Nijmegen,unknown,unknown,low
"François-Henri de Montmorency, duc de Luxembourg",https://en.wikipedia.org/wiki/Fran%C3%A7ois-Henri_de_Montmorency%2C_duc_de_Luxembourg,battle_323886,Franco-Dutch War,war_conflict_article,side_a,Treaties of Nijmegen,unknown,unknown,low
