display_name,canonical_wikipedia_url,battle_id,battle_name,page_type,side,page_result_raw,page_result_type,outcome_inference_method,outcome_inference_confidence
"Sébastien Le Prestre, Marquis of Vauban",https://en.wikipedia.org/wiki/S%C3%A9bastien_Le_Prestre%2C_Marquis_of_Vauban,battle_323886,Franco-Dutch War,war_conflict_article,side_a,Treaties of Nijmegen,unknown,unknown,low
Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,battle_323886,Franco-Dutch War,war_conflict_article,side_b,Treaties of Nijmegen,unknown,unknown,low
Louis XIV,https://en.wikipedia.org/wiki/Louis_XIV,battle_87635,Third Anglo-Dutch War,war_conflict_article,side_a,Treaty of Westminster,unknown,unknown,low
Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,battle_87635,Third Anglo-Dutch War,war_conflict_article,side_b,Treaty of Westminster,unknown,unknown,low
Prince Eugene of Savoy,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,battle_2353203,Battle of Mohács (1687),battle_article,side_a,Imperial victory,victory,unknown,low
Prince Eugene of Savoy,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,battle_224589,Nine Years' War,war_conflict_article,side_a,Peace of Ryswick,unknown,unknown,low
Louis XIV,https://en.wikipedia.org/wiki/Louis_XIV,battle_224589,Nine Years' War,war_conflict_article,side_b,Peace of Ryswick,unknown,unknown,low
"François-Henri de Montmorency, duc de Luxembourg",https://en.wikipedia.org/wiki/Fran%C3%A7ois-Henri_de_Montmorency%2C_duc_de_Luxembourg,battle_224589,Nine Years' War,war_conflict_article,side_b,Peace of Ryswick,unknown,unknown,low
"Sébastien Le Prestre, Marquis of Vauban",https://en.wikipedia.org/wiki/S%C3%A9bastien_Le_Prestre%2C_Marquis_of_Vauban,battle_224589,Nine Years' War,war_conflict_article,side_b,Peace of Ryswick,unknown,unknown,low
Prince Eugene of Savoy,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,battle_2329604,Battle of Zenta,battle_article,side_a,Holy League victory,victory,unknown,low
Prince Eugene of Savoy,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,battle_33604,War of the Spanish Succession,war_conflict_article,side_b,"Treaties of Utrecht, Rastatt, and Baden",unknown,unknown,low
Prince Eugene of Savoy,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,battle_74626616,Siege of Mons (1709),battle_article,side_a,Grand Alliance victory,victory,unknown,low
Nader Shah,https://en.wikipedia.org/wiki/Nader_Shah,battle_68457018,Rebellion of Sheikh Ahmad Madani,war_conflict_article,side_a,Rebellion suppressed Arabs of Persian Gulf reincorporated into Safavid Iran,unknown,unknown,low
Prince Eugene of Savoy,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,battle_33514,War of the Polish Succession,war_conflict_article,side_b,Treaty of Vienna,unknown,unknown,low
Nader Shah,https://en.wikipedia.org/wiki/Nader_Shah,battle_29340464,Siege of Kandahar,battle_article,side_a,Afsharid victory Fall of the Hotak dynasty.,victory,unknown,low
Nader Shah,https://en.wikipedia.org/wiki/Nader_Shah,battle_43950008,Battle of Khyber Pass (1738),battle_article,side_a,Victory,victory,unknown,low
Nader Shah,https://en.wikipedia.org/wiki/Nader_Shah,battle_48551319,Moḥammad Taqi Khan Shirazi's Rebellion,war_conflict_article,side_a,Rebellion quelled,unknown,unknown,low
Jassa Singh Ahluwalia,https://en.wikipedia.org/wiki/Jassa_Singh_Ahluwalia,battle_73691656,Siege of Amritsar (1748),battle_article,side_a,Sikh victory,victory,unknown,low
Maurice de Saxe,https://en.wikipedia.org/wiki/Maurice_de_Saxe,battle_52266,War of the Austrian Succession,war_conflict_article,side_a,Treaty of Aix-la-Chapelle (1748),unknown,unknown,low
Frederick the Great,https://en.wikipedia.org/wiki/Frederick_the_Great,battle_52266,War of the Austrian Succession,war_conflict_article,side_a,Treaty of Aix-la-Chapelle (1748),unknown,unknown,low
Robert Clive,https://en.wikipedia.org/wiki/Robert_Clive,battle_22774989,Siege of Arcot,battle_article,side_a,Victory,victory,unknown,low
George Washington,https://en.wikipedia.org/wiki/George_Washington,battle_1929790,Battle of Jumonville Glen,battle_article,side_a,British victory Beginning of the French and Indian War,victory,unknown,low
Robert Clive,https://en.wikipedia.org/wiki/Robert_Clive,battle_413064,Battle of Plassey,battle_article,side_a,Victory,victory,unknown,low
Ahmad Shah Durrani,https://en.wikipedia.org/wiki/Ahmad_Shah_Durrani,battle_35537896,Afghan–Maratha War,war_conflict_article,side_a,Victory,victory,unknown,low
Jassa Singh Ahluwalia,https://en.wikipedia.org/wiki/Jassa_Singh_Ahluwalia,battle_35537896,Afghan–Maratha War,war_conflict_article,side_b,Victory,victory,unknown,low
Charat Singh,https://en.wikipedia.org/wiki/Charat_Singh,battle_35537896,Afghan–Maratha War,war_conflict_article,side_b,Victory,victory,unknown,low
Charat Singh,https://en.wikipedia.org/wiki/Charat_Singh,battle_47668224,Battle of Sialkot (1761),battle_article,side_a,Sikh victory,victory,unknown,low
Charat Singh,https://en.wikipedia.org/wiki/Charat_Singh,battle_47315851,Battle of Sialkot (1763),battle_article,side_a,Sikh victory,victory,unknown,low
Alexander Suvorov,https://en.wikipedia.org/wiki/Alexander_Suvorov,battle_2763050,Pugachev's Rebellion,war_conflict_article,side_a,Russian government victory Catherine expands serfdom,victory,unknown,low
George Washington,https://en.wikipedia.org/wiki/George_Washington,battle_771,American Revolutionary War,war_conflict_article,side_a,Victory,victory,unknown,low
Ernst Gideon von Laudon,https://en.wikipedia.org/wiki/Ernst_Gideon_von_Laudon,battle_503189,War of the Bavarian Succession,war_conflict_article,side_a,Treaty of Teschen,unknown,unknown,low
"Charles William Ferdinand, Duke of Brunswick",https://en.wikipedia.org/wiki/Charles_William_Ferdinand%2C_Duke_of_Brunswick,battle_503189,War of the Bavarian Succession,war_conflict_article,side_b,Treaty of Teschen,unknown,unknown,low
Jassa Singh Ahluwalia,https://en.wikipedia.org/wiki/Jassa_Singh_Ahluwalia,battle_57528436,Battle of Delhi (1783),battle_article,side_a,Victory,victory,unknown,low
"Charles William Ferdinand, Duke of Brunswick",https://en.wikipedia.org/wiki/Charles_William_Ferdinand%2C_Duke_of_Brunswick,battle_200249,Battle of Valmy,battle_article,side_b,French victory Republic proclaimed one day later,victory,unknown,low
"Charles William Ferdinand, Duke of Brunswick",https://en.wikipedia.org/wiki/Charles_William_Ferdinand%2C_Duke_of_Brunswick,battle_176739,War of the First Coalition,war_conflict_article,side_a,"French victory; Treaty of The Hague, Treaty of Paris, Peaces of Basel, Treaty of Tolentino, Treaty of Campo Formio",victory,unknown,low
Napoleon Bonaparte,https://en.wikipedia.org/wiki/Napoleon,battle_176739,War of the First Coalition,war_conflict_article,side_b,"French victory; Treaty of The Hague, Treaty of Paris, Peaces of Basel, Treaty of Tolentino, Treaty of Campo Formio",victory,unknown,low
Louis-Nicolas Davout,https://en.wikipedia.org/wiki/Louis-Nicolas_Davout,battle_47090899,Battle of Vihiers,battle_article,side_b,Vendean victory,victory,unknown,low
Napoleon Bonaparte,https://en.wikipedia.org/wiki/Napoleon,battle_1964536,Siege of Toulon (1793),battle_article,side_a,French Republican victory,victory,unknown,low
Sidney Smith,https://en.wikipedia.org/wiki/Sidney_Smith_(Royal_Navy_officer),battle_1964536,Siege of Toulon (1793),battle_article,side_b,French Republican victory,victory,unknown,low
Joseph Souham,https://en.wikipedia.org/wiki/Joseph_Souham,battle_31610933,Battle of Mouscron,battle_article,side_a,French victory,victory,unknown,low
Maharaja Ranjit Singh,https://en.wikipedia.org/wiki/Ranjit_Singh,battle_73595416,Battle of Amritsar (1798),battle_article,side_a,Sikh victory,victory,unknown,low
Napoleon Bonaparte,https://en.wikipedia.org/wiki/Napoleon,battle_25343,Quasi-War,war_conflict_article,side_b,Convention of 1800,unknown,unknown,low
André Masséna,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na,battle_45466374,Battle of Feldkirch,battle_article,side_b,French victory (1st) Austrian victory (2nd),victory,unknown,low
Laurent de Gouvion Saint-Cyr,https://en.wikipedia.org/wiki/Laurent_de_Gouvion_Saint-Cyr,battle_554733,War of the Oranges,war_conflict_article,side_b,Victory,victory,unknown,low
Mikhail Kutuzov,https://en.wikipedia.org/wiki/Mikhail_Kutuzov,battle_454595,First Serbian Uprising,battle_article,side_a,Victory,victory,unknown,low
André Masséna,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na,battle_864032,Battle of Caldiero (1805),battle_article,side_a,Victory,victory,unknown,low
"Archduke Charles, Duke of Teschen",https://en.wikipedia.org/wiki/Archduke_Charles%2C_Duke_of_Teschen,battle_864032,Battle of Caldiero (1805),battle_article,side_b,Victory,victory,unknown,low
Alexander I of Russia,https://en.wikipedia.org/wiki/Alexander_I_of_Russia,battle_1263789,Gunboat War,war_conflict_article,side_a,Anglo-Swedish victory Treaty of Kiel End of Denmark–Norway,victory,unknown,low
Charles XIV John,https://en.wikipedia.org/wiki/Charles_XIV_John,battle_1263789,Gunboat War,war_conflict_article,side_b,Anglo-Swedish victory Treaty of Kiel End of Denmark–Norway,victory,unknown,low
Claude-Victor Perrin,https://en.wikipedia.org/wiki/Claude-Victor_Perrin,battle_20460837,Siege of Kolberg (1807),battle_article,side_a,Siege lifted by peace treatyBodart 1908,unknown,unknown,low
"Édouard Mortier, Duke of Treviso",https://en.wikipedia.org/wiki/%C3%89douard_Mortier%2C_Duke_of_Treviso,battle_20460837,Siege of Kolberg (1807),battle_article,side_a,Siege lifted by peace treatyBodart 1908,unknown,unknown,low
Nikolay Kamensky,https://en.wikipedia.org/wiki/Nikolay_Kamensky,battle_39263901,Battle of Ruona–Salmi,battle_article,side_b,Swedish victory at RuonaVelichko Novitsky Schwartz Russian victory at SalmiVelichko Novitsky Schwartz,victory,unknown,low
Charles-Pierre Augereau,https://en.wikipedia.org/wiki/Charles-Pierre_Augereau,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Jean-Baptiste Bessières,https://en.wikipedia.org/wiki/Jean-Baptiste_Bessi%C3%A8res,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Jean Lannes,https://en.wikipedia.org/wiki/Jean_Lannes,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
François Joseph Lefebvre,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Joseph_Lefebvre,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Laurent de Gouvion Saint-Cyr,https://en.wikipedia.org/wiki/Laurent_de_Gouvion_Saint-Cyr,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Auguste de Marmont,https://en.wikipedia.org/wiki/Auguste_de_Marmont,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
André Masséna,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
"Édouard Mortier, Duke of Treviso",https://en.wikipedia.org/wiki/%C3%89douard_Mortier%2C_Duke_of_Treviso,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Jean-de-Dieu Soult,https://en.wikipedia.org/wiki/Jean-de-Dieu_Soult,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Louis-Gabriel Suchet,https://en.wikipedia.org/wiki/Louis-Gabriel_Suchet,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Claude-Victor Perrin,https://en.wikipedia.org/wiki/Claude-Victor_Perrin,battle_102485,Peninsular War,war_conflict_article,side_b,Victory,victory,unknown,low
Eugène de Beauharnais,https://en.wikipedia.org/wiki/Eug%C3%A8ne_de_Beauharnais,battle_32371245,Battle of Caldiero (1809),battle_article,side_a,Victory,victory,unknown,low
Jean-de-Dieu Soult,https://en.wikipedia.org/wiki/Jean-de-Dieu_Soult,battle_1849129,Battle of Grijó,battle_article,side_b,Anglo-Portuguese victory,victory,unknown,low
François Joseph Lefebvre,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Joseph_Lefebvre,battle_10747227,Battles of Bergisel,battle_article,side_b,Victory,victory,unknown,low
"Jean-Baptiste Drouet, Comte d'Erlon",https://en.wikipedia.org/wiki/Jean-Baptiste_Drouet%2C_Comte_d%27Erlon,battle_10747227,Battles of Bergisel,battle_article,side_b,Victory,victory,unknown,low
Karl Philipp von Wrede,https://en.wikipedia.org/wiki/Karl_Philipp_von_Wrede,battle_10747227,Battles of Bergisel,battle_article,side_b,Victory,victory,unknown,low
"Archduke Charles, Duke of Teschen",https://en.wikipedia.org/wiki/Archduke_Charles%2C_Duke_of_Teschen,battle_866485,War of the Fifth Coalition,war_conflict_article,side_a,French victory,victory,unknown,low
Eugène de Beauharnais,https://en.wikipedia.org/wiki/Eug%C3%A8ne_de_Beauharnais,battle_866485,War of the Fifth Coalition,war_conflict_article,side_b,French victory,victory,unknown,low
Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,battle_866485,War of the Fifth Coalition,war_conflict_article,side_b,French victory,victory,unknown,low
Alexander I of Russia,https://en.wikipedia.org/wiki/Alexander_I_of_Russia,battle_866485,War of the Fifth Coalition,war_conflict_article,side_b,French victory,victory,unknown,low
André Masséna,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na,battle_867731,Battle of Bussaco,battle_article,side_a,Tactical victory,tactical_victory,unknown,low
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_867731,Battle of Bussaco,battle_article,side_a,Tactical victory,tactical_victory,unknown,low
Muhammad Ali of Egypt,https://en.wikipedia.org/wiki/Muhammad_Ali_of_Egypt,battle_9182948,Battle of Al-Safra,battle_article,side_a,Wahhabi victory,victory,unknown,low
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_25413056,Battle of Casal Novo,battle_article,side_a,Victory,victory,unknown,low
André Masséna,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na,battle_157401,Battle of Fuentes de Oñoro,battle_article,side_b,Anglo-Portuguese victoryBodart 1908,unknown,unknown,low
Charles XIV John,https://en.wikipedia.org/wiki/Charles_XIV_John,battle_2934328,Battle of Großbeeren,battle_article,side_a,Coalition victory,victory,unknown,low
Friedrich Wilhelm Freiherr von Bülow,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Freiherr_von_B%C3%BClow,battle_2934328,Battle of Großbeeren,battle_article,side_a,Coalition victory,victory,unknown,low
Charles-Pierre Augereau,https://en.wikipedia.org/wiki/Charles-Pierre_Augereau,battle_49818495,Battle of Limonest,battle_article,side_b,Coalition victoryBodart 1908Smith 1998,unknown,unknown,low
Eugène de Beauharnais,https://en.wikipedia.org/wiki/Eug%C3%A8ne_de_Beauharnais,battle_4074078,Battle of the Mincio River (1814),battle_article,side_a,Victory,victory,unknown,low
Charles XIV John,https://en.wikipedia.org/wiki/Charles_XIV_John,battle_2293357,Swedish–Norwegian War,war_conflict_article,side_b,Victory,victory,unknown,low
Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,battle_1670766,Battle of Tolentino,battle_article,side_b,Victory,victory,unknown,low
Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,battle_13125889,Battle of the Panaro,battle_article,side_a,Neapolitan victory,victory,unknown,low
Gebhard Leberecht von Blücher,https://en.wikipedia.org/wiki/Gebhard_Leberecht_von_Bl%C3%BCcher,battle_215994,Hundred Days,battle_article,side_a,Victory,victory,unknown,low
"Archduke Charles, Duke of Teschen",https://en.wikipedia.org/wiki/Archduke_Charles%2C_Duke_of_Teschen,battle_215994,Hundred Days,battle_article,side_a,Victory,victory,unknown,low
William I of the Netherlands,https://en.wikipedia.org/wiki/William_I_of_the_Netherlands,battle_215994,Hundred Days,battle_article,side_a,Victory,victory,unknown,low
Alexander I of Russia,https://en.wikipedia.org/wiki/Alexander_I_of_Russia,battle_215994,Hundred Days,battle_article,side_a,Victory,victory,unknown,low
Napoleon Bonaparte,https://en.wikipedia.org/wiki/Napoleon,battle_215994,Hundred Days,battle_article,side_b,Victory,victory,unknown,low
Louis-Nicolas Davout,https://en.wikipedia.org/wiki/Louis-Nicolas_Davout,battle_215994,Hundred Days,battle_article,side_b,Victory,victory,unknown,low
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_215994,Hundred Days,battle_article,side_b,Victory,victory,unknown,low
Louis-Gabriel Suchet,https://en.wikipedia.org/wiki/Louis-Gabriel_Suchet,battle_215994,Hundred Days,battle_article,side_b,Victory,victory,unknown,low
Jean-de-Dieu Soult,https://en.wikipedia.org/wiki/Jean-de-Dieu_Soult,battle_215994,Hundred Days,battle_article,side_b,Victory,victory,unknown,low
Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,battle_215994,Hundred Days,battle_article,side_b,Victory,victory,unknown,low
Joachim Murat,https://en.wikipedia.org/wiki/Joachim_Murat,battle_566640,Neapolitan War,war_conflict_article,side_b,Austrian victory Treaty of Casalanza Murat ousted from Neapolitan throne,victory,unknown,low
Mahmud II,https://en.wikipedia.org/wiki/Mahmud_II,battle_7115697,Wallachian uprising of 1821,battle_article,side_c,Ottoman military victory Wallachian political victory End of the Phanariote Era,victory,unknown,low
Theodoros Kolokotronis,https://en.wikipedia.org/wiki/Theodoros_Kolokotronis,battle_6772121,Battle of Dervenakia,battle_article,side_a,Greek victory Destruction of Dramali's army,victory,unknown,low
Maharaja Ranjit Singh,https://en.wikipedia.org/wiki/Ranjit_Singh,battle_25839238,Battle of Nowshera,battle_article,side_a,Sikh – Durrani victoryStewart 2011 Yar Muhammad reinstated as governor of PeshawarLee 2019,unknown,unknown,low
Hari Singh Nalwa,https://en.wikipedia.org/wiki/Hari_Singh_Nalwa,battle_25839238,Battle of Nowshera,battle_article,side_a,Sikh – Durrani victoryStewart 2011 Yar Muhammad reinstated as governor of PeshawarLee 2019,unknown,unknown,low
Winfield Scott,https://en.wikipedia.org/wiki/Winfield_Scott,battle_21073732,Mexican–American War,war_conflict_article,side_a,Victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_863,American Civil War,war_conflict_article,side_b,Union victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_84849,Battle of Antietam,battle_article,side_b,Victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1348572,Battle of Beaver Dam Creek,battle_article,side_b,Victory,victory,unknown,low
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_70822774,Battle of Lewisburg,battle_article,side_a,Union victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_44812438,Battle of Malvern Hill,battle_article,side_b,Union victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_540026,Battle of South Mountain,battle_article,side_b,Union victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_998780,Seven Days Battles,battle_article,side_b,Victory,victory,unknown,low
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_906255,Battle of Cedar Creek,battle_article,side_a,Union victory,victory,unknown,low
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_1501860,Battle of Cloyd's Mountain,battle_article,side_a,Union victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_77667,Siege of Petersburg,battle_article,side_b,Union victory,victory,unknown,low
George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_1501334,Third Battle of Winchester,battle_article,side_a,Union victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1478485,Battle of Appomattox Court House,battle_article,side_b,Union victory surrender of the Army of Northern Virginia De facto end of the Civil War,victory,unknown,low
Nelson A. Miles,https://en.wikipedia.org/wiki/Nelson_A._Miles,battle_4019384,Battle of Sutherland's Station,battle_article,side_a,Union victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1644100,Battle of White Oak Road,battle_article,side_b,Union victory,victory,unknown,low
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1642568,Third Battle of Petersburg,battle_article,side_b,"Union victory: End of the Siege of Petersburg and opening of the Appomattox Campaign Fall of Richmond on April 3, 1865",victory,unknown,low
Nelson A. Miles,https://en.wikipedia.org/wiki/Nelson_A._Miles,battle_44845145,Battle of Little Muddy Creek,battle_article,side_a,American victory,victory,unknown,low
Yamagata Aritomo,https://en.wikipedia.org/wiki/Yamagata_Aritomo,battle_1501861,Battle of Shiroyama,battle_article,side_a,Imperial victory,victory,unknown,low
Yamagata Aritomo,https://en.wikipedia.org/wiki/Yamagata_Aritomo,battle_412862,Satsuma Rebellion,war_conflict_article,side_a,Imperial victory,victory,unknown,low
Yamagata Aritomo,https://en.wikipedia.org/wiki/Yamagata_Aritomo,battle_15188907,Siege of Kumamoto Castle,battle_article,side_a,Imperial victory,victory,unknown,low
Hubert Gough,https://en.wikipedia.org/wiki/Hubert_Gough,battle_19099717,Battle of Blood River Poort,battle_article,side_a,Boer victory,victory,unknown,low
Abdulaziz Ibn Saud,https://en.wikipedia.org/wiki/Ibn_Saud,battle_16176996,Battle of Dilam,battle_article,side_b,Saudi victory,victory,unknown,low
Andranik Ozanian,https://en.wikipedia.org/wiki/Andranik,battle_8863748,1904 Sasun uprising,battle_article,side_b,Uprising suppressed,unknown,unknown,low
Abdulaziz Ibn Saud,https://en.wikipedia.org/wiki/Ibn_Saud,battle_16282038,Battle of Al-Bukiryah,battle_article,side_b,Saudi victory,victory,unknown,low
Abdulaziz Ibn Saud,https://en.wikipedia.org/wiki/Ibn_Saud,battle_34248627,Battle of Unaizah (1904),battle_article,side_b,Emirate of Nejd victory,victory,unknown,low
Abdulaziz Ibn Saud,https://en.wikipedia.org/wiki/Ibn_Saud,battle_16479369,Battle of Rawdat Muhanna,battle_article,side_b,Emirate of Riyadh victory,victory,unknown,low
Enver Pasha,https://en.wikipedia.org/wiki/Enver_Pasha,battle_5053598,1913 Ottoman coup d'état,battle_article,side_a,Victory,victory,unknown,low
Radomir Putnik,https://en.wikipedia.org/wiki/Radomir_Putnik,battle_294430,Second Balkan War,war_conflict_article,side_b,Bulgarian defeat,defeat,unknown,low
Stepa Stepanović,https://en.wikipedia.org/wiki/Stepa_Stepanovi%C4%87,battle_294430,Second Balkan War,war_conflict_article,side_b,Bulgarian defeat,defeat,unknown,low
Petar Bojović,https://en.wikipedia.org/wiki/Petar_Bojovi%C4%87,battle_294430,Second Balkan War,war_conflict_article,side_b,Bulgarian defeat,defeat,unknown,low
Enver Pasha,https://en.wikipedia.org/wiki/Enver_Pasha,battle_294430,Second Balkan War,war_conflict_article,side_b,Bulgarian defeat,defeat,unknown,low
